index,income_total,income_type,gender,car,reality,child_num,edu_type,family_type,house_type,FLAG_MOBIL,phone_case,email,occyp_type,family_size,begin_month,YEARS_BIRTH,ADD_DAYS_BIRTH,YEARS_EMPLOYED,ADD_DAYS_EMPLOYED,credit
6393,315000.0,Commercial associate,F,Y,Y,0,Incomplete higher,Single / not married,House / apartment,1,1,0,Core staff,1.0,-46.0,25,5,3,295,2.0
6394,135000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Cleaning staff,2.0,-12.0,49,314,14,80,2.0
6395,315000.0,Commercial associate,M,Y,N,1,Higher education,Married,With parents,1,3,0,High skill tech staff,3.0,-49.0,32,9,1,351,1.0
6396,135000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-37.0,39,286,11,336,1.0
6397,405000.0,Working,M,N,N,1,Secondary / secondary special,Married,With parents,1,0,0,Drivers,3.0,-12.0,34,265,3,233,2.0
6398,270000.0,Working,F,N,Y,0,Secondary / secondary special,Married,Municipal apartment,1,0,1,Security staff,2.0,-48.0,42,120,2,40,1.0
6399,225000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,,3.0,-20.0,41,316,0,254,2.0
6400,126000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-11.0,65,26,unemployed,unemployed,2.0
6401,90000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-24.0,49,84,9,288,2.0
6402,112500.0,Commercial associate,F,N,N,1,Higher education,Married,House / apartment,1,3,0,Managers,3.0,-6.0,43,323,6,342,0.0
6403,135000.0,Commercial associate,F,N,N,0,Higher education,Separated,House / apartment,1,1,1,HR staff,1.0,-44.0,32,32,13,77,0.0
6404,202500.0,State servant,F,N,Y,1,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Private service staff,3.0,-30.0,43,280,24,0,0.0
6405,117000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-23.0,66,258,unemployed,unemployed,1.0
6406,225000.0,Working,F,Y,Y,1,Higher education,Married,House / apartment,1,3,0,High skill tech staff,3.0,-9.0,38,278,4,131,2.0
6407,247500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-23.0,51,155,3,88,2.0
6408,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-8.0,59,324,unemployed,unemployed,1.0
6409,247500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,2.0,-5.0,48,342,0,212,0.0
6410,126000.0,State servant,F,N,Y,0,Higher education,Married,House / apartment,1,0,1,Core staff,2.0,-33.0,52,312,3,276,2.0
6411,225000.0,Working,F,N,Y,1,Secondary / secondary special,Separated,House / apartment,1,0,0,,2.0,-21.0,38,207,10,142,1.0
6412,67500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Security staff,2.0,-52.0,49,144,10,252,2.0
6413,202500.0,Commercial associate,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,3.0,-30.0,38,273,0,275,2.0
6414,202500.0,State servant,F,Y,N,4,Secondary / secondary special,Married,House / apartment,1,2,0,Core staff,6.0,-34.0,39,320,5,13,2.0
6415,157500.0,Working,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,1.0,-1.0,53,106,0,278,0.0
6416,202500.0,Working,M,N,Y,0,Higher education,Married,House / apartment,1,0,0,Managers,2.0,-52.0,40,344,5,235,2.0
6417,270000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-6.0,54,88,12,201,1.0
6418,225000.0,Working,F,N,Y,0,Secondary / secondary special,Married,With parents,1,0,0,Cooking staff,2.0,-60.0,44,50,1,36,2.0
6419,202500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-48.0,47,272,unemployed,unemployed,2.0
6420,45000.0,Working,F,N,N,0,Higher education,Married,House / apartment,1,2,0,Accountants,2.0,-52.0,50,156,8,191,2.0
6421,58500.0,Working,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3.0,-39.0,39,202,6,151,2.0
6422,157500.0,Working,F,N,N,0,Higher education,Single / not married,House / apartment,1,0,1,Sales staff,1.0,-7.0,35,95,1,150,2.0
6423,185400.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,0,1,Core staff,3.0,-29.0,40,217,1,48,0.0
6424,225000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,3.0,-32.0,39,122,8,200,0.0
6425,180000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-47.0,57,39,unemployed,unemployed,0.0
6426,135000.0,Working,F,N,N,1,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,3.0,-17.0,27,296,3,43,1.0
6427,310500.0,Working,M,Y,N,0,Higher education,Single / not married,House / apartment,1,0,0,Laborers,1.0,-13.0,27,75,1,309,2.0
6428,112500.0,Working,F,N,N,0,Secondary / secondary special,Married,With parents,1,1,0,,2.0,-15.0,54,13,3,96,2.0
6429,225000.0,Working,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,3.0,-40.0,37,283,1,275,2.0
6430,202500.0,Commercial associate,M,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,1,Managers,1.0,-28.0,31,316,1,349,1.0
6431,67500.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,3.0,-22.0,51,265,11,99,2.0
6432,540000.0,Commercial associate,F,Y,Y,0,Higher education,Married,House / apartment,1,1,0,,2.0,-21.0,43,7,0,185,2.0
6433,540000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2.0,-41.0,51,349,3,347,2.0
6434,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,1,1,,1.0,-9.0,49,248,9,306,1.0
6435,135000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Managers,2.0,-12.0,52,321,13,76,0.0
6436,180000.0,Working,M,Y,N,0,Higher education,Married,House / apartment,1,1,0,Laborers,2.0,-7.0,26,177,2,286,0.0
6437,157500.0,State servant,M,N,Y,1,Incomplete higher,Married,House / apartment,1,0,0,Core staff,3.0,-32.0,24,188,4,291,2.0
6438,112500.0,Working,F,N,Y,2,Incomplete higher,Married,House / apartment,1,0,0,Core staff,4.0,-47.0,29,342,5,35,2.0
6439,135000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,High skill tech staff,2.0,-20.0,37,61,5,75,1.0
6440,117000.0,Pensioner,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-12.0,62,97,unemployed,unemployed,0.0
6441,99000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-24.0,62,169,unemployed,unemployed,1.0
6442,112500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-7.0,51,116,12,17,1.0
6443,216000.0,Working,F,N,N,0,Secondary / secondary special,Separated,House / apartment,1,2,0,Cleaning staff,1.0,-35.0,54,352,1,196,1.0
6444,360000.0,Working,F,Y,N,2,Incomplete higher,Married,House / apartment,1,0,0,Accountants,4.0,-8.0,34,320,6,23,1.0
6445,67500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-45.0,59,197,unemployed,unemployed,2.0
6446,315000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2.0,-48.0,59,66,4,140,2.0
6447,225000.0,State servant,F,N,N,0,Secondary / secondary special,Married,With parents,1,1,0,Medicine staff,2.0,-15.0,33,224,0,196,1.0
6448,270000.0,Working,M,Y,N,0,Higher education,Single / not married,House / apartment,1,0,0,Laborers,1.0,-26.0,24,327,4,222,2.0
6449,90000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-23.0,60,170,unemployed,unemployed,2.0
6450,405000.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,2,1,,2.0,-18.0,32,43,5,5,1.0
6451,135000.0,Working,M,Y,N,1,Higher education,Married,House / apartment,1,2,0,Managers,3.0,-26.0,33,196,4,121,1.0
6452,225000.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,High skill tech staff,2.0,-18.0,47,222,15,37,2.0
6453,202500.0,Commercial associate,M,N,Y,0,Higher education,Married,House / apartment,1,0,1,,2.0,-18.0,31,224,1,45,1.0
6454,29250.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-3.0,55,11,unemployed,unemployed,1.0
6455,112500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Accountants,2.0,-30.0,40,67,2,318,2.0
6456,180000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Sales staff,2.0,-43.0,35,142,4,306,1.0
6457,99000.0,Pensioner,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-10.0,54,234,unemployed,unemployed,2.0
6458,225000.0,Working,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,Accountants,1.0,-26.0,37,308,9,81,2.0
6459,135000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,1,Drivers,2.0,-28.0,48,48,1,285,2.0
6460,121500.0,Pensioner,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,,3.0,-7.0,51,182,unemployed,unemployed,1.0
6461,40500.0,Pensioner,F,N,Y,0,Lower secondary,Married,House / apartment,1,0,0,,2.0,-49.0,65,208,unemployed,unemployed,0.0
6462,270000.0,Working,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-43.0,44,56,2,270,2.0
6463,166500.0,Working,M,Y,N,0,Higher education,Married,With parents,1,2,0,Core staff,2.0,-39.0,28,215,4,253,1.0
6464,94500.0,Pensioner,F,N,N,0,Higher education,Married,House / apartment,1,1,0,,2.0,-42.0,58,203,unemployed,unemployed,1.0
6465,67500.0,Working,F,N,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Cooking staff,2.0,-54.0,42,233,0,309,2.0
6466,180000.0,Working,F,N,Y,1,Higher education,Civil marriage,House / apartment,1,0,0,Sales staff,3.0,-6.0,37,262,5,57,1.0
6467,67500.0,Pensioner,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,-14.0,67,232,unemployed,unemployed,0.0
6468,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-16.0,58,359,unemployed,unemployed,2.0
6469,202500.0,Commercial associate,F,Y,N,0,Incomplete higher,Separated,House / apartment,1,1,1,Accountants,1.0,-5.0,38,226,3,249,1.0
6470,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-5.0,56,138,unemployed,unemployed,1.0
6471,90000.0,Working,M,Y,N,3,Lower secondary,Separated,With parents,1,2,0,Drivers,4.0,-1.0,37,103,4,1,0.0
6472,292500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-16.0,59,47,unemployed,unemployed,1.0
6473,67500.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,1,1,Cooking staff,3.0,-24.0,31,139,4,218,2.0
6474,90000.0,Pensioner,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-18.0,56,223,unemployed,unemployed,1.0
6475,157500.0,Working,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Sales staff,1.0,-34.0,50,290,4,74,0.0
6476,265581.0,State servant,M,N,N,0,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,-35.0,29,249,2,258,2.0
6477,157500.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-26.0,53,138,7,210,2.0
6478,225000.0,Working,M,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-12.0,28,160,9,111,1.0
6479,121500.0,Working,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-48.0,35,83,3,277,2.0
6480,153000.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,,2.0,-47.0,59,364,unemployed,unemployed,0.0
6481,225000.0,Working,M,N,N,2,Higher education,Civil marriage,House / apartment,1,2,0,Laborers,4.0,-53.0,45,343,8,168,2.0
6482,54000.0,Working,F,N,Y,2,Higher education,Married,House / apartment,1,2,0,Cleaning staff,4.0,-15.0,30,318,12,180,1.0
6483,162000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,High skill tech staff,2.0,-10.0,46,135,4,188,2.0
6484,211500.0,Working,M,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Core staff,1.0,-15.0,27,217,3,6,2.0
6485,261000.0,Commercial associate,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,2.0,-3.0,30,158,7,45,1.0
6486,315000.0,Commercial associate,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,High skill tech staff,2.0,-44.0,57,275,11,354,2.0
6487,112500.0,Working,F,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-40.0,38,130,6,197,2.0
6488,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,,1.0,-22.0,56,22,unemployed,unemployed,2.0
6489,360000.0,Working,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Core staff,1.0,-28.0,50,138,21,165,2.0
6490,144000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,,1.0,-42.0,58,261,unemployed,unemployed,1.0
6491,90000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,-26.0,41,159,1,66,2.0
6492,135000.0,Commercial associate,M,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4.0,-15.0,35,262,0,200,2.0
6493,45000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-3.0,56,303,unemployed,unemployed,0.0
6494,202500.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Managers,2.0,-43.0,35,304,6,309,0.0
6495,306000.0,Commercial associate,F,N,Y,0,Higher education,Married,House / apartment,1,3,1,,2.0,-8.0,40,297,9,150,1.0
6496,126000.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,-48.0,28,82,2,4,0.0
6497,180000.0,Working,F,N,Y,1,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Medicine staff,2.0,-17.0,32,42,10,3,2.0
6498,202500.0,Commercial associate,M,Y,Y,1,Higher education,Married,House / apartment,1,0,0,Drivers,3.0,-19.0,24,54,2,88,1.0
6499,135000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-3.0,36,260,1,36,1.0
6500,81000.0,Commercial associate,F,N,Y,0,Higher education,Single / not married,House / apartment,1,2,0,Core staff,1.0,-50.0,26,306,0,292,1.0
6501,157500.0,Commercial associate,F,Y,Y,2,Higher education,Married,House / apartment,1,1,0,Medicine staff,4.0,-48.0,37,79,17,132,2.0
6502,157500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Cleaning staff,2.0,-10.0,41,70,3,33,2.0
6503,112500.0,Working,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3.0,-56.0,41,206,4,48,1.0
6504,63000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,High skill tech staff,2.0,-9.0,54,186,4,114,1.0
6505,180000.0,Commercial associate,F,Y,N,1,Secondary / secondary special,Married,Municipal apartment,1,0,0,Cleaning staff,3.0,-21.0,43,239,9,43,1.0
6506,54000.0,State servant,F,N,Y,3,Secondary / secondary special,Married,House / apartment,1,3,0,Core staff,5.0,-27.0,38,70,5,308,2.0
6507,130500.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,2,0,,1.0,-50.0,57,204,5,322,1.0
6508,112500.0,Pensioner,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-37.0,59,240,unemployed,unemployed,2.0
6509,270000.0,Working,F,Y,N,0,Higher education,Married,House / apartment,1,1,0,Medicine staff,2.0,-32.0,54,253,3,140,1.0
6510,247500.0,Commercial associate,M,N,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,Core staff,2.0,-11.0,43,300,1,36,0.0
6511,180000.0,Commercial associate,M,Y,N,2,Secondary / secondary special,Separated,With parents,1,0,0,Laborers,3.0,-16.0,42,259,6,261,2.0
6512,225000.0,Working,M,N,Y,1,Higher education,Married,House / apartment,1,0,0,Core staff,3.0,-12.0,36,58,10,40,0.0
6513,337500.0,Working,F,Y,Y,0,Higher education,Civil marriage,Office apartment,1,0,1,Drivers,2.0,-40.0,39,76,8,65,1.0
6514,135000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Waiters/barmen staff,3.0,-37.0,37,84,4,189,2.0
6515,135000.0,Commercial associate,F,N,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,High skill tech staff,2.0,-28.0,56,156,14,46,2.0
6516,108000.0,State servant,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3.0,-36.0,38,158,8,357,0.0
6517,126000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Cleaning staff,3.0,-11.0,31,146,3,109,0.0
6518,135000.0,Working,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,Cleaning staff,1.0,-38.0,39,201,1,261,0.0
6519,135000.0,State servant,F,N,N,0,Higher education,Separated,With parents,1,2,0,IT staff,1.0,-42.0,53,169,5,166,2.0
6520,292500.0,State servant,M,N,Y,1,Higher education,Married,House / apartment,1,0,1,Core staff,3.0,-32.0,46,43,9,230,2.0
6521,112500.0,Commercial associate,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,High skill tech staff,2.0,-28.0,55,210,4,274,2.0
6522,225000.0,Pensioner,M,Y,N,0,Higher education,Married,House / apartment,1,1,0,,2.0,-11.0,54,113,unemployed,unemployed,2.0
6523,463500.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,3,0,Managers,2.0,-56.0,57,43,11,75,2.0
6524,360000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-12.0,62,303,unemployed,unemployed,0.0
6525,180000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,-6.0,44,174,16,235,1.0
6526,211500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-33.0,61,252,unemployed,unemployed,2.0
6527,135000.0,Working,F,Y,N,1,Higher education,Married,Municipal apartment,1,0,0,Managers,3.0,-46.0,34,113,6,292,2.0
6528,112500.0,Working,M,N,Y,0,Higher education,Single / not married,House / apartment,1,3,0,Laborers,1.0,-19.0,40,246,17,175,2.0
6529,94500.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2.0,-32.0,49,210,28,144,2.0
6530,180000.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Private service staff,2.0,-22.0,35,364,3,317,1.0
6531,175500.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,,2.0,-45.0,51,253,30,43,2.0
6532,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-30.0,61,96,unemployed,unemployed,2.0
6533,225000.0,Commercial associate,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,Managers,2.0,-9.0,25,293,4,135,1.0
6534,180000.0,Working,F,N,Y,0,Higher education,Widow,House / apartment,1,0,0,Secretaries,1.0,-2.0,63,40,5,309,0.0
6535,157500.0,Commercial associate,F,N,N,0,Higher education,Civil marriage,House / apartment,1,3,0,Accountants,2.0,-27.0,27,338,0,105,2.0
6536,112500.0,Commercial associate,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,3.0,-8.0,25,195,6,67,0.0
6537,67500.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,With parents,1,0,0,High skill tech staff,1.0,-39.0,25,5,5,280,2.0
6538,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-49.0,61,54,unemployed,unemployed,0.0
6539,121500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-14.0,59,85,0,158,0.0
6540,180000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,-51.0,44,174,16,235,0.0
6541,112500.0,State servant,F,N,Y,1,Incomplete higher,Civil marriage,House / apartment,1,1,0,Secretaries,3.0,-38.0,29,341,9,285,1.0
6542,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-34.0,64,219,unemployed,unemployed,1.0
